,sentence,topic,sentiment,tokens,dataset
13451,"giọng thầy rất hay , khả năng truyền đạt rất tốt .",0,2,"['giọng', 'thầy', 'khả_năng', 'truyền_đạt']",test
13452,sau 30 fraction 4 giảng viên không đến lớp .,0,0,"['30', 'fraction', '4', 'giảng_viên', 'lớp']",test
13453,thấy rất nhiệt tình giảng dạy .,0,2,"['nhiệt_tình', 'giảng_dạy']",test
13454,tuy nhiên thầy ít đùa .,0,1,"['thầy', 'đùa']",test
13455,thầy dạy vui và tốt .,0,2,"['thầy', 'dạy', 'vui']",test
13456,nói còn nhỏ .,0,0,[],test
13457,nên trang bị thêm rèm che cửa sổ vì doubledot khi mở máy chiếu thì mấy bạn ở dưới cuối lớp xem không được rõ .,2,0,"['trang_bị', 'rèm', 'che', 'cửa_sổ', 'doubledot', 'máy_chiếu', 'mấy', 'lớp']",test
13458,"truyền đạt kiến thưc tốt , dễ hiểu .",0,2,"['truyền_đạt', 'kiến', 'thưc']",test
13459,"cô dạy vui vẻ , thân thiện với sinh viên .",0,2,"['dạy', 'vui_vẻ', 'thân_thiện', 'sinh_viên']",test
13460,"giảng viên nhiệt tình , tận tâm , hòa đồng , giảng hay và hấp dẫn .",0,2,"['giảng_viên', 'nhiệt_tình', 'tận_tâm', 'hòa', 'đồng', 'giảng', 'hấp_dẫn']",test
13461,giảng dạy hơi khó hiểu .,0,0,"['giảng_dạy', 'hơi']",test
13462,"bài tập cô đưa ra nhiều , và khó tìm hiểu , với kiến thực hiện tại của sinh viên thì khó có thể tìm hiểu và làm tốt bài tập cô ra .",0,0,"['bài_tập', 'kiến', 'thực_hiện_tại', 'sinh_viên', 'bài_tập']",test
13463,giảng viên dạy dễ hiểu tận tình .,0,2,"['giảng_viên', 'dạy', 'tận_tình']",test
13464,"cô dễ chịu , dạy kỹ .",0,2,"['dễ_chịu', 'dạy', 'kỹ']",test
13465,nên có nhiều môn học hơn .,1,0,['môn_học'],test
13466,"các bài giảng khó tiếp thu , hiểu được .",1,0,"['giảng', 'tiếp_thu']",test
13467,không sử dung tiếng anh trong lúc giảng bài lý thuyết để rồi cả slide bằng tiếng anh cũng không hiểu .,0,0,"['sử', 'dung', 'tiếng', 'giảng', 'lý_thuyết', 'slide', 'tiếng']",test
13468,biết làm bài tập của môn học nhưng không hiểu nó liên quan gì đến thực tế .,3,0,"['bài_tập', 'môn_học']",test
13469,"nói chung , tôi và bạn bè sau khi học môn nay đã từ bỏ lập trình android .",1,0,"['bạn_bè', 'học', 'môn', 'từ_bỏ', 'lập_trình', 'android']",test
13470,em mong muốn thầy sử dụng kết hợp giữa slide và viết bảng để đạt hiệu quả tốt hơn .,0,0,"['mong_muốn', 'thầy', 'kết_hợp', 'slide', 'viết', 'bảng', 'hiệu_quả']",test
13471,môn này thầy dạy rất mơ hồ .,0,0,"['môn', 'thầy', 'dạy', 'mơ_hồ']",test
13472,giúp đỡ học sinh các bài khó .,0,2,"['giúp_đỡ', 'học_sinh']",test
13473,"phong cách giảng dạy tốt hay , em rất hài lòng về giảng viên .",0,2,"['phong_cách', 'giảng_dạy', 'hài_lòng', 'giảng_viên']",test
13474,thầy không post bài giảng lên website môn học .,0,0,"['thầy', 'post', 'giảng', 'website', 'môn_học']",test
13475,gần gũi sinh viên .,0,2,"['gần_gũi', 'sinh_viên']",test
13476,tăng cường phần nghe và viết .,1,0,"['tăng_cường', 'viết']",test
13477,"giảng viên giảng dạy nhiệt tình , lên lớp đúng giờ .",0,2,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình', 'lên_lớp']",test
13478,thầy rất tận tâm trong công việc .,0,2,"['thầy', 'tận_tâm', 'công_việc']",test
13479,mọi thứ đều tốt .,3,2,[],test
13480,cô giáo nhiệt tình giảng bài dễ hiểu .,0,2,"['cô_giáo', 'nhiệt_tình', 'giảng']",test
13481,thầy không dạy thiếu micro nên nhiều lúc em phải đi mượn cho bằng được !,0,0,"['thầy', 'dạy', 'micro', 'đi', 'mượn']",test
13482,thầy nói rất lôi cuốn ( mặc dù không cần micro ) .,0,2,"['thầy', 'lôi_cuốn', 'mặc_dù', 'micro']",test
13483,có tâm huyết .,0,2,['tâm_huyết'],test
13484,nhiều tiết tự học do sinh viên tự thuyết trình .,0,1,"['tiết', 'học', 'sinh_viên', 'thuyết_trình']",test
13485,"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",0,2,"['thầy', 'đẹp_trai', 'dạy', 'trò_chuyện', 'thực_tiễn', 'học_sinh']",test
13486,giáo viên cần tham khảo khung chương trình của khoa trước khi ra bài tập .,0,0,"['giáo_viên', 'tham_khảo', 'khung', 'chương_trình', 'khoa', 'bài_tập']",test
13487,chưa khai thác tốt hệ thống website môn học trong hỗ trợ sinh viên .,1,0,"['khai_thác', 'hệ_thống', 'website', 'môn_học', 'sinh_viên']",test
13488,"dạy chậm kết hợp với bài tập , ví dụ .",0,2,"['dạy', 'chậm', 'kết_hợp', 'bài_tập', 'ví_dụ']",test
13489,"buổi học trước buổi cuối cùng của môn học cô wzjwz48 có dặn tuần sau có đi học , ai muốn đi thì đi , không đi cũng không sao vì buổi đó không điểm danh nhưng khi đến lớp thì không có ai dạy .",0,0,"['học', 'môn_học', 'wzjwz48', 'dặn', 'tuần', 'đi', 'học', 'đi', 'đi', 'đi', 'điểm_danh', 'lớp', 'dạy']",test
13490,"thiếu các thiết bị chạy hệ điều hành windows phone , ios , android cho sinh viên thực hành .",2,0,"['thiết_bị', 'chạy', 'hệ', 'điều_hành', 'windows', 'phone', 'ios', 'android', 'sinh_viên', 'thực_hành']",test
13491,kiến thức học luôn được liên hệ với thực tế .,1,2,"['kiến_thức', 'học', 'liên_hệ']",test
13492,giáo trình tiếng anh .,0,0,"['giáo_trình', 'tiếng']",test
13493,thầy dạy hay hứng thú .,0,2,"['thầy', 'dạy', 'hứng_thú']",test
13494,"rất tốt , rất nhiệt tình , chu đáo .",0,2,"['nhiệt_tình', 'chu_đáo']",test
13495,nên nhiều khi không hiểu thầy đang giảng gì .,0,0,"['thầy', 'giảng']",test
13496,tăng thời gian dạy học để sinh viên có nhiều thời gian thực hành tại lớp hơn .,1,0,"['dạy_học', 'sinh_viên', 'thực_hành', 'lớp']",test
13497,"nội dung môn học quá nhiều so với thời lượng một học kỳ , môn trong toàn bộ chương trình đào tạo thì chỉ có duy nhất môn này liên quan đến tín hiệu số và là một phần khá quan trọng trong kỹ năng kiến thức cần có , nhưng thời lượng bố trí chỉ có một học kỳ và chỉ một môn , khiến nội dung phải nhồi nhét khá nhiều , kiến thức chỉ ở cơ bản và không thể chuyên sâu được .",1,0,"['nội_dung', 'môn_học', 'thời_lượng', 'học_kỳ', 'môn', 'toàn_bộ', 'chương_trình', 'đào_tạo', 'duy_nhất', 'môn', 'tín_hiệu_số', 'kỹ_năng', 'kiến_thức', 'thời_lượng', 'bố_trí', 'học_kỳ', 'môn', 'nội_dung', 'nhồi_nhét', 'kiến_thức', 'cơ_bản', 'chuyên_sâu']",test
13498,nhiều lúc giảng dạy nói hơi nhanh .,0,0,"['giảng_dạy', 'hơi']",test
13499,giáo viên nhiệt tình và tâm huyết .,0,2,"['giáo_viên', 'nhiệt_tình', 'tâm_huyết']",test
13500,thực hành không liên quan gì đến lý thuyết .,1,0,"['thực_hành', 'lý_thuyết']",test
13501,"giảng viên giảng dạy hay , dễ hiểu , nhiệt tình .",0,2,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình']",test
13502,dùng lời lẽ để ép buộc sinh viên .,0,0,"['lời_lẽ', 'ép_buộc', 'sinh_viên']",test
13503,đó là sau khi cô giảng xong một dạng toán thì nên cho ngay một ví dụ .,1,0,"['giảng', 'xong', 'dạng', 'toán', 'ví_dụ']",test
13504,"thầy rất nhiệt tình , dạy rất hay , rất quan tâm học sinh .",0,2,"['thầy', 'nhiệt_tình', 'dạy', 'học_sinh']",test
13505,gửi đến sinh viên nhiều ý tưởng tuyệt vời trong khởi nghiệp .,0,2,"['gửi', 'sinh_viên', 'ý_tưởng', 'tuyệt_vời', 'khởi_nghiệp']",test
13506,"tuyệt vời , thầy rất tận tâm , đến giờ rất đúng chính xác đên từng phút , giảng bài rất kỹ , khi sinh viên nhờ thầy giảng lại thầy sẵn sàng giảng và giúp đỡ tận tình .",0,2,"['tuyệt_vời', 'thầy', 'tận_tâm', 'chính_xác', 'đên', 'phút', 'giảng', 'kỹ', 'sinh_viên', 'thầy', 'giảng', 'thầy', 'sẵn_sàng', 'giảng', 'giúp_đỡ', 'tận_tình']",test
13507,giảng dạy hiệu quả .,0,2,"['giảng_dạy', 'hiệu_quả']",test
13508,thầy nhiệt tình giảng dạy và rất cố gắng làm ví dụ mẫu cho sinh viên xem mặc dù wifi của trường rất phế .,0,2,"['thầy', 'nhiệt_tình', 'giảng_dạy', 'cố_gắng', 'ví_dụ', 'mẫu', 'sinh_viên', 'mặc_dù', 'wifi', 'trường', 'phế']",test
13509,tận tình luôn muốn sinh viên hiểu bài .,0,2,"['tận_tình', 'sinh_viên']",test
13510,cần có thêm bài tập về ngữ pháp .,1,0,"['bài_tập', 'ngữ_pháp']",test
13511,"cô dạy rất hay và nhiệt tình , rất dễ hiểu .",0,2,"['dạy', 'nhiệt_tình']",test
13512,khả năng truyền tải kiến thức .,0,1,"['khả_năng', 'truyền_tải', 'kiến_thức']",test
13513,"nhiệt tình , trình bày dễ hiểu , giúp đỡ sinh viên .",0,2,"['nhiệt_tình', 'trình_bày', 'giúp_đỡ', 'sinh_viên']",test
13514,giảng viên kết hợp giải bài tập để giảng lý thuyết .,0,2,"['giảng_viên', 'kết_hợp', 'giải', 'bài_tập', 'giảng', 'lý_thuyết']",test
13515,"nhiệt tình , dễ thương .",0,2,"['nhiệt_tình', 'dễ_thương']",test
13516,không có ý kiến !,3,1,['ý_kiến'],test
13517,chúc thầy có một học kỳ khác thành công hơn với môn học hiện tại .,0,2,"['chúc', 'thầy', 'học_kỳ', 'thành_công', 'môn_học']",test
13518,mong thầy cô xem lại cách giảng dạy môn này .,0,0,"['mong', 'thầy', 'giảng_dạy', 'môn']",test
13519,"tăng thời gian thực hành , sinh viên nên được làm việc với các thiết bị thực tế .",1,0,"['thực_hành', 'sinh_viên', 'làm_việc', 'thiết_bị']",test
13520,"sử dụng thời gian không hiệu quả , đi quá muộn và về quá trễ ( 8h30 vào lớp 12h về ) .",0,0,"['hiệu_quả', 'đi', 'muộn', 'trễ', '8h30', 'lớp', '12h']",test
13521,chỉ có việc đọc slide và chấm điểm không giải thích gì thêm .,0,0,"['đọc', 'slide', 'chấm', 'giải_thích']",test
13522,cô giảng rất nhiệt tình .,0,2,"['giảng', 'nhiệt_tình']",test
13523,cần tìm ra những phương pháp giảng dạy tốt hơn để sinh viên chúng em hiểu bài và nhớ lâu hơn .,0,0,"['phương_pháp', 'giảng_dạy', 'sinh_viên']",test
13524,dạy khá nhanh .,0,0,['dạy'],test
13525,giọng nói hơi khó nghe .,0,0,"['giọng', 'hơi']",test
13526,giáo viên thường xuyên liên lạc trao đổi với sinh viên .,0,2,"['giáo_viên', 'thường_xuyên', 'liên_lạc', 'trao_đổi', 'sinh_viên']",test
13527,"thầy cực kỳ vui vẻ , lại dạy dễ hiểu .",0,2,"['thầy', 'cực_kỳ', 'vui_vẻ', 'dạy']",test
13528,"có thể ta sẽ tìm thấy được một phương pháp lập trình cho bài toán đó tối ưu hơn , hay hơn .",1,2,"['ta', 'phương_pháp', 'lập_trình', 'bài_toán', 'tối_ưu']",test
13529,thầy chỉ dạy rất tận tình .,0,2,"['thầy', 'dạy', 'tận_tình']",test
13530,gây khó nắm bắt .,1,0,['nắm_bắt'],test
13531,"khi thi thì thời gian quá ngắn để thực hiện trình bày dù đã nghĩ ra cách giải dạy sinh viên "" làm nhanh những việc dễ "" dạy sinh viên thành "" thợ "" .",1,0,"['thi', 'ngắn', 'trình_bày', 'giải', 'dạy', 'sinh_viên', 'dạy', 'sinh_viên', 'thành', 'thợ']",test
13532,mong giáo viên có thể giảng bài kỹ hơn cho sinh viên .,0,0,"['mong', 'giáo_viên', 'giảng', 'kỹ', 'sinh_viên']",test
13533,thầy dạy vui tính .,0,2,"['thầy', 'dạy', 'vui_tính']",test
13534,có mấy lần gửi mail mà không thấy thầy trả lời .,0,0,"['mấy', 'gửi', 'mail', 'thầy', 'trả_lời']",test
13535,"thầy nên tập trung giảng giải thực hành , không nên tập trung vào việc cài đặt phần mềm .",0,0,"['thầy', 'giảng_giải', 'thực_hành', 'cài_đặt', 'phần_mềm']",test
13536,tận tâm giúp đỡ sinh viên .,0,2,"['tận_tâm', 'giúp_đỡ', 'sinh_viên']",test
13537,"vui tính , nhiệt tình và quan tâm đến sinh viên .",0,2,"['vui_tính', 'nhiệt_tình', 'sinh_viên']",test
13538,cô dạy tốt nhưng mình bỏ thi nên mình điểm thấp .,0,0,"['dạy', 'thi']",test
13539,thầy hướng dẫn thực hành rất không tốt .,0,0,"['thầy', 'hướng_dẫn', 'thực_hành']",test
13540,"giảng dạy tận tình , lên lớp đầy đủ .",0,2,"['giảng_dạy', 'tận_tình', 'lên_lớp', 'đầy_đủ']",test
13541,giáo viên còn khá dễ dãi với sinh viên .,0,0,"['giáo_viên', 'dễ_dãi', 'sinh_viên']",test
13542,giảng viên làm rất tốt trong việc giảng dạy bộ môn thực hành .,0,2,"['giảng_viên', 'giảng_dạy', 'bộ_môn', 'thực_hành']",test
13543,giảng dạy thú vị .,0,2,"['giảng_dạy', 'thú_vị']",test
13544,dạy dễ hiểu tận tình .,0,2,"['dạy', 'tận_tình']",test
13545,"cô rất nhiệt tình với sinh viên , vui vẻ , dễ chịu .",0,2,"['nhiệt_tình', 'sinh_viên', 'vui_vẻ', 'dễ_chịu']",test
13546,"có nhiều trò chơi mới lạ , vui tươi .",1,2,"['trò_chơi', 'mới_lạ', 'vui_tươi']",test
13547,"môn này lượng kiến thức nhiều quá , cả một ngành học của người ta mà trong khi tụi em học chỉ có một kỳ .",1,0,"['môn', 'kiến_thức', 'ngành', 'học', 'người_ta', 'tụi', 'học', 'kỳ']",test
13548,"giảng viên tận tình , dạy hay .",0,2,"['giảng_viên', 'tận_tình', 'dạy']",test
13549,cung cấp nhiều tài liệu tham khảo .,0,2,"['cung_cấp', 'tài_liệu', 'tham_khảo']",test
13550,không hay lắm !,3,0,['lắm'],test
13551,dễ hiểu và cách dạy phù hợp .,0,2,['dạy'],test
13552,cải tiến trang thiết bị phòng thực hành .,2,0,"['cải_tiến', 'trang', 'thiết_bị', 'phòng', 'thực_hành']",test
13553,nhiều lúc cô wzjwz233 hơi nhầm lẫn .,0,0,"['wzjwz233', 'hơi', 'nhầm_lẫn']",test
13554,giáo trình môn học được cập nhật .,1,2,"['giáo_trình', 'môn_học', 'cập_nhật']",test
13555,giảng dạy không rõ ràng còn hàn lâm .,0,0,"['giảng_dạy', 'rõ_ràng', 'hàn_lâm']",test
13556,"thế nhưng việc thời hạn nộp bài không được chính xác gây khó khăn trong việc nộp bài , cụ thể là thời hạn nộp bài đôi khi đã được ấn định , nhưng sau đó lại được gia hạn thêm , vậy thì không công bằng với những người đã bỏ công sức ra để cố gắng hoàn thành công việc đúng thời hạn ban đầu .",1,0,"['thời_hạn', 'nộp', 'chính_xác', 'nộp', 'thời_hạn', 'nộp', 'đôi_khi', 'ấn_định', 'gia_hạn', 'công_bằng', 'công_sức', 'cố_gắng', 'hoàn_thành_công_việc', 'thời_hạn', 'ban_đầu']",test
13557,"có nhiều vấn đề còn khó hiểu , khó tiếp cận .",0,0,['tiếp_cận'],test
13558,"giảng viên dạy rất nhiệt tình , phản hồi trực tiếp , gián tiếp thắc mắc của sinh viên rất tích cực .",0,2,"['giảng_viên', 'dạy', 'nhiệt_tình', 'phản_hồi', 'gián_tiếp', 'thắc_mắc', 'sinh_viên', 'tích_cực']",test
13559,"thầy nhiệt tình , cách giảng dạy gợi mở .",0,2,"['thầy', 'nhiệt_tình', 'giảng_dạy', 'gợi_mở']",test
13560,"trong quá trình giải bài tập , giảng viên đưa ra nhiều nhận xét khác nhau , mỗi buổi lại giải một cách khác nhau khiến sinh khiên không xác định được cách làm , hoang mang .",0,0,"['giải', 'bài_tập', 'giảng_viên', 'nhận_xét', 'giải', 'sinh', 'khiên', 'xác_định', 'hoang_mang']",test
13561,cho nhiều tài liệu .,0,2,['tài_liệu'],test
13562,"có cái em còn copy trên mạng xuống dot nhưng cơ mà nhờ thầy hỏi , thắc mắc nhóm em mà nhóm em càng hoàn chỉnh cái đồ án hơn , hiểu được là mình đang học gì , đồ án mình đang làm là gì ?",1,2,"['copy', 'mạng', 'dot', 'thầy', 'thắc_mắc', 'hoàn_chỉnh', 'đồ_án', 'học', 'đồ_án']",test
13563,thầy hiểu học sinh !,0,2,"['thầy', 'học_sinh']",test
13564,rất ít khi thấy giảng viên đến phòng thực hành .,0,0,"['giảng_viên', 'phòng', 'thực_hành']",test
13565,cô rất hòa đồng và nhiệt huyết với học sinh .,0,2,"['hòa', 'đồng', 'nhiệt_huyết', 'học_sinh']",test
13566,"đặc biệt mong thầy cố gắng dạy đầy đủ , do môn khá khó hiểu đối với những người chậm hiểu như em nên bỏ lỡ 1 - 2 buổi là coi như em hết hiểu môn học luôn .",0,0,"['mong', 'thầy', 'cố_gắng', 'dạy', 'đầy_đủ', 'môn', 'chậm', 'lỡ', '1', '2', 'coi', 'môn_học']",test
13567,"phòng giảng đường quá nóng , bảng ở xa nên không nhìn thấy chữ ở trên bảng .",2,0,"['phòng', 'giảng_đường', 'nóng', 'bảng', 'chữ', 'bảng']",test
13568,tăng cường speaking .,1,0,"['tăng_cường', 'speaking']",test
13569,slide và bài tập cụ thể .,1,2,"['slide', 'bài_tập']",test
13570,cần có thêm nhiều bài tập .,1,0,['bài_tập'],test
13571,"cô vui , nhiệt tình , hướng dẫn tận tâm , thân thiện .",0,2,"['vui', 'nhiệt_tình', 'hướng_dẫn', 'tận_tâm', 'thân_thiện']",test
13572,"đúng giờ , tận tâm .",3,2,['tận_tâm'],test
13573,"thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",1,0,"['đề_cương', 'môn_học', 'tình_hình', 'áp_dụng', 'liên_hệ']",test
13574,"nên tập trung cho sinh viên vào một phương pháp , một công cụ nào đó để làm bài tập , tránh tình trạng sinh viên không biết đường nào để làm .",1,0,"['sinh_viên', 'phương_pháp', 'công_cụ', 'bài_tập', 'sinh_viên', 'đường']",test
13575,giải thích thuật toán hơi nhanh .,0,0,"['giải_thích', 'thuật_toán', 'hơi']",test
13576,"cô giảng hơi lan man , khiến sinh viên bị rối trong quá trình học .",0,0,"['giảng', 'hơi', 'lan_man', 'sinh_viên', 'rối', 'học']",test
13577,"đảm bảo số ngày lên lớp , số tiết dạy .",0,2,"['lên_lớp', 'tiết', 'dạy']",test
13578,"thầy rất nhiệt tình , hòa đồng với sinh viên .",0,2,"['thầy', 'nhiệt_tình', 'hòa', 'đồng', 'sinh_viên']",test
13579,cô nên cho tụi em xem thiết kế dữ liệu cũng như giao diện cũng những phầm mềm chuyên nghiệp .,0,0,"['tụi', 'thiết_kế', 'dữ_liệu', 'giao_diện', 'phầm', 'mềm', 'chuyên_nghiệp']",test
13580,nên phân bổ thời gian hợp lý hơn .,1,0,"['phân_bổ', 'hợp_lý']",test
13581,chất lượng môn học hiện tại rất tốt .,1,2,"['chất_lượng', 'môn_học']",test
13582,thầy trang bị cho những kỹ năng chuyên sâu và hướng mở của môn học .,0,2,"['thầy', 'trang_bị', 'kỹ_năng', 'chuyên_sâu', 'hướng', 'môn_học']",test
13583,"không sửa bài tập thực hành , chỉ cho sinh viên làm rồi nộp trên courses .",0,0,"['sửa', 'bài_tập', 'thực_hành', 'sinh_viên', 'nộp', 'courses']",test
13584,thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,0,0,"['thầy', 'bài_tập', 'lớp', 'sinh_viên']",test
13585,do nghỉ cho năm nhất học quốc phòng nên quá trình học bị gián đoạn .,1,0,"['nghỉ', 'học', 'quốc_phòng', 'học', 'gián_đoạn']",test
13586,đảm bảo giờ giấc lên lớp cũng như số lượng bài tập về nhà .,0,2,"['giờ_giấc', 'lên_lớp', 'số_lượng', 'bài_tập']",test
13587,thầy giải nhiều bài tập cho sinh viên giúp sinh viên củng cố kiến thức sau khi học lý thuyết .,0,2,"['thầy', 'giải', 'bài_tập', 'sinh_viên', 'giúp', 'sinh_viên', 'củng_cố', 'kiến_thức', 'học', 'lý_thuyết']",test
13588,khổ lắm .,3,0,"['khổ', 'lắm']",test
13589,nhưng một số phần trong môn học em thấy thiếu thực tế ạ .,1,0,['môn_học'],test
13590,"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",0,0,"['hy_vọng', 'thầy', 'dạy', 'bài_tập', 'kèm', 'hướng_dẫn', 'bọn', 'dễ_dàng', 'vận_dụng', 'kiến_thức', 'học', 'thầy', 'giảng', 'xong', 'bọn', 'bọn', 'bọn', 'chỗ', 'bọn', 'vận_dụng', 'thi', 'bọn', 'trả_lời', 'bọn']",test
13591,"thầy giảng mà bảo tự mò trên mạng rồi nói lại cho thầy , cách giảng dạy khá mơ hồ khó hiểu , không chi tiết .",0,0,"['thầy', 'giảng', 'bảo', 'mò', 'mạng', 'thầy', 'giảng_dạy', 'mơ_hồ', 'chi_tiết']",test
13592,cần nâng cao chất lượng phòng máy .,2,0,"['nâng', 'chất_lượng', 'phòng', 'máy']",test
13593,giảm bớt thời gian phần speaking bắt kịp tốc độ giảng dạy .,1,0,"['bớt', 'speaking', 'bắt', 'kịp', 'tốc_độ', 'giảng_dạy']",test
13594,dạy dài khó hiểu .,0,0,['dạy'],test
13595,"thầy dạy nhiệt tình , vui vẻ .",0,2,"['thầy', 'dạy', 'nhiệt_tình', 'vui_vẻ']",test
13596,thầy dạy rất nhiệt tình luôn nhắc đi nhắc lại nhiều lần về bài giảng .,0,2,"['thầy', 'dạy', 'nhiệt_tình', 'nhắc', 'đi', 'nhắc', 'giảng']",test
13597,bài thi phải sát hơn và thêm phần thi nói để kiểm tra và xếp loại đầu vào .,1,0,"['thi', 'sát', 'thi', 'kiểm_tra', 'xếp', 'đầu_vào']",test
13598,"dễ hiểu , được thực hành nhiều , sôi nổi .",0,2,"['thực_hành', 'sôi_nổi']",test
13599,giáo viên dạy rất nhiệt tình .,0,2,"['giáo_viên', 'dạy', 'nhiệt_tình']",test
13600,"giáo viên tận tâm , nhiệt huyết trong giảng dạy , có phần mở rộng để sinh viên hiểu rõ hơn về vấn đề .",0,2,"['giáo_viên', 'tận_tâm', 'nhiệt_huyết', 'giảng_dạy', 'mở_rộng', 'sinh_viên']",test
13601,cần dạy nhiều hơn vì khi thực hành chủ yếu sinh viên tự thực hành .,1,0,"['dạy', 'thực_hành', 'chủ_yếu', 'sinh_viên', 'thực_hành']",test
13602,giải thích bài giảng khá chi tiết .,0,2,"['giải_thích', 'giảng', 'chi_tiết']",test
13603,cách dạy của giảng viên chưa thực sự phù hợp với bản thân .,0,0,"['dạy', 'giảng_viên']",test
13604,"giảng viên dạy toàn diện các kỹ năng trong tiếng anh , cách dạy linh hoạt , sôi nổi .",0,2,"['giảng_viên', 'dạy', 'toàn_diện', 'kỹ_năng', 'tiếng', 'dạy', 'linh_hoạt', 'sôi_nổi']",test
13605,đối với người lần đầu tìm hiểu directx với những yêu cầu đặt ra là rất khó .,1,0,"['đầu', 'directx']",test
13606,kiến thức được trình bày đầy đủ và dễ hiểu .,0,2,"['kiến_thức', 'trình_bày', 'đầy_đủ']",test
13607,"thầy rất nhiệt tình trong quá trình giảng dạy , luôn giúp đỡ sinh viên trong lúc làm bài cũng như mắc lỗi .",0,2,"['thầy', 'nhiệt_tình', 'giảng_dạy', 'giúp_đỡ', 'sinh_viên', 'mắc', 'lỗi']",test
13608,"giáo viên nhiệt tình , có đầy đủ các hoạt động học tập để sinh viên ôn luyện kiến thức .",0,2,"['giáo_viên', 'nhiệt_tình', 'đầy_đủ', 'hoạt_động', 'học_tập', 'sinh_viên', 'ôn_luyện', 'kiến_thức']",test
13609,"thầy có hướng dẫn đồ án rất tận tình , luôn giải đáp các câu hỏi và thắc mắc của sinh viên về đồ án rất nhanh .",0,2,"['thầy', 'hướng_dẫn', 'đồ_án', 'tận_tình', 'giải_đáp', 'câu', 'thắc_mắc', 'sinh_viên', 'đồ_án']",test
13610,"chưa giảng dạy nhiều về bài tập , cũng như hướng dẫn sinh viên hướng giải quyết nó .",0,0,"['giảng_dạy', 'bài_tập', 'hướng_dẫn', 'sinh_viên', 'hướng', 'giải_quyết']",test
13611,giáo viên chưa đến lớp đúng giờ .,0,0,"['giáo_viên', 'lớp']",test
13612,cô giảng lý thuyết còn quá chi là khó hiểu ạ .,0,0,"['giảng', 'lý_thuyết', 'chi']",test
13613,"giảng viên giảng bài hay , tạo cảm giác thích thú cho sinh viên , giảng viên khá vui tính .",0,2,"['giảng_viên', 'giảng', 'cảm_giác', 'thích_thú', 'sinh_viên', 'giảng_viên', 'vui_tính']",test
13614,"nhiệt tình , vui tính , dễ hiểu .",0,2,"['nhiệt_tình', 'vui_tính']",test
13615,"giảng quá nhanh và quá phức tạp trong một buổi học , không giải bài tập hoặc ví dụ mẫu bao giờ , nên sinh viên khó lòng làm được các hình thức bài tập mới và khó .",0,0,"['giảng', 'phức_tạp', 'học', 'giải', 'bài_tập', 'ví_dụ', 'mẫu', 'sinh_viên', 'khó_lòng', 'hình_thức', 'bài_tập']",test
13616,nghỉ học quá nhiều .,0,0,"['nghỉ', 'học']",test
13617,"thầy ví dụ thực tiễn , đáp ứng yêu cầu thực hành .",0,2,"['thầy', 'ví_dụ', 'thực_tiễn', 'đáp_ứng', 'thực_hành']",test
13618,"nếu liên hệ thực tế , liên kết của môn học với các mô học sau , ngành nghề sau này , em nghĩ sẽ dễ hiểu và tiếp thu môn học hơn .",1,0,"['liên_hệ', 'liên_kết', 'môn_học', 'mô', 'học', 'ngành_nghề', 'tiếp_thu', 'môn_học']",test
13619,không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,1,0,"['hài_lòng', 'dạy', 'lý_thuyết', 'thực_hành']",test
13620,"khác với thầy wzjwz286 dạy lý thuyết , thầy rất nhiệt tình trong việc giảng dạy của mình .",0,2,"['thầy', 'wzjwz286', 'dạy', 'lý_thuyết', 'thầy', 'nhiệt_tình', 'giảng_dạy']",test
13621,"giảng viên giảng dạy tốt , dễ hiểu .",0,2,"['giảng_viên', 'giảng_dạy']",test
13622,giảng viên cho bài tập để làm .,0,1,"['giảng_viên', 'bài_tập']",test
13623,thầy liên hệ thực tiễn rất nhiều .,0,2,"['thầy', 'liên_hệ', 'thực_tiễn']",test
13624,"giảng viên giảng bài chưa hiệu quả , nhiều sinh viên không hiểu bài .",0,0,"['giảng_viên', 'giảng', 'hiệu_quả', 'sinh_viên']",test
13625,trang bị máy tính tốt hơn .,2,0,"['trang_bị', 'máy_tính']",test
13626,có nhiều bài vận dụng .,0,2,['vận_dụng'],test
13627,điểm quá trình chưa thật sự công bằng với sinh viên .,1,0,"['công_bằng', 'sinh_viên']",test
13628,thầy không cho slide bài giảng cũng không giới thiệu tài liệu đọc thêm .,0,0,"['thầy', 'slide', 'giảng', 'giới_thiệu', 'tài_liệu', 'đọc']",test
13629,"bài tập được làm nhiều , ân cần , tận tụy .",0,2,"['bài_tập', 'ân_cần', 'tận_tụy']",test
