sentence,topic,sentiment,dataset,tokens
"cô vui tính , học không áp lực .",1,2,test,"['vui_tính', 'học', 'áp_lực']"
cô dạy rất tốt và nhiệt tình .,0,2,test,"['dạy', 'nhiệt_tình']"
phần lớn chỉ là lý thuyết và bài tập .,1,2,test,"['lý_thuyết', 'bài_tập']"
thầy nhiệt tình trả lời thắc mắc của sinh viên .,0,2,test,"['thầy', 'nhiệt_tình', 'trả_lời', 'thắc_mắc', 'sinh_viên']"
thiết bị phòng học như quạt máy cần phải đầu tư thêm .,2,0,test,"['thiết_bị', 'phòng', 'học', 'quạt_máy', 'đầu_tư']"
"cô nhiệt tình , giảng bài hiệu quả .",1,2,test,"['nhiệt_tình', 'giảng', 'hiệu_quả']"
"khi nghỉ học , cần thông báo kịp thời trên web của khoa wzjwz148 .",0,0,test,"['nghỉ', 'học', 'thông_báo', 'kịp_thời', 'web', 'khoa', 'wzjwz148']"
không biết được chính xác bao giờ học thật để đi học .,1,0,test,"['chính_xác', 'học', 'đi', 'học']"
thầy chỉ giao bài tập trên courses .,0,0,test,"['thầy', 'giao', 'bài_tập', 'courses']"
"dạy dễ hiểu , vui tính .",0,2,test,"['dạy', 'vui_tính']"
như vậy tụi em sẽ định hướng tốt hơn và tập trung vào những thứ cần thiết .,1,1,test,"['tụi', 'định_hướng', 'cần_thiết']"
"sử dụng thời gian không hiệu quả , đi quá muộn và về quá trễ ( 8h30 vào lớp 12h về ) .",0,0,test,"['hiệu_quả', 'đi', 'muộn', 'trễ', '8h30', 'lớp', '12h']"
"ấn tượng nhất doubledot dạy không cần máy chiếu hay laptop , nhưng lượng bài giảng có thể nói là "" khủng "" , nhìn thầy ghi bài giảng lên bảng mà bất ngờ .",0,2,test,"['ấn_tượng', 'doubledot', 'dạy', 'máy_chiếu', 'laptop', 'giảng', 'khủng', 'thầy', 'ghi', 'giảng', 'bảng']"
"giảng viên dạy rất nhiệt tình , dễ hiểu , vui tính .",0,2,test,"['giảng_viên', 'dạy', 'nhiệt_tình', 'vui_tính']"
đưa nhiều bài tập khó mà có lời giải cho sinh viên về nhà nghiên cứu .,0,2,test,"['bài_tập', 'lời_giải', 'sinh_viên', 'nghiên_cứu']"
"thầy dạy chi tiết , giảng giải kỹ .",0,2,test,"['thầy', 'dạy', 'chi_tiết', 'giảng_giải', 'kỹ']"
nhiệt tình tốt giúp sinh viên năng động .,0,2,test,"['nhiệt_tình', 'giúp', 'sinh_viên', 'năng_động']"
giảng viên cho bài tập nhiều đầy đủ .,0,2,test,"['giảng_viên', 'bài_tập', 'đầy_đủ']"
up các bài giảng đầy đủ .,0,2,test,"['up', 'giảng', 'đầy_đủ']"
"thầy hiền , giảng bài tương đối dễ hiểu .",0,2,test,"['thầy', 'hiền', 'giảng', 'tương_đối']"
rất thực tế không dài dòng .,3,2,test,['dài_dòng']
"cô dạy hay , em không có ý kiến .",0,2,test,"['dạy', 'ý_kiến']"
nhiều câu chuyện hài hước và thực tế có liên quan đến bài học .,0,2,test,"['câu_chuyện', 'hài_hước', 'bài_học']"
"tận tâm , sẵn lòng giúp đỡ sinh viên giải đáp thắc mắc .",0,2,test,"['tận_tâm', 'sẵn_lòng', 'giúp_đỡ', 'sinh_viên', 'giải_đáp', 'thắc_mắc']"
"thêm hoạt động của sinh viên , giúp sinh viên chủ động hơn .",1,0,test,"['hoạt_động', 'sinh_viên', 'giúp', 'sinh_viên', 'chủ_động']"
"sự nhiệt tình của thầy , thầy rất quan tâm đến sinh viên .",0,2,test,"['nhiệt_tình', 'thầy', 'thầy', 'sinh_viên']"
tính thực tế cũng cao so với việc thi lý thuyết lấy điểm .,1,2,test,"['thi', 'lý_thuyết']"
"dạy tâm huyết , hướng dẫn rõ ràng , em rất hài lòng về thầy x .",0,2,test,"['dạy', 'tâm_huyết', 'hướng_dẫn', 'rõ_ràng', 'hài_lòng', 'thầy', 'x']"
"giảng viên đảm bảo thời gian trên lớp , tạo điều kiện trong quá trình thực hành và thi thực hành .",0,2,test,"['giảng_viên', 'lớp', 'thực_hành', 'thi', 'thực_hành']"
thầy dạy rất nhiệt tình và phương pháp dạy của thầy rất hay làm em có muốn cũng không dám nghỉ bữa nào trong suốt học kỳ .,0,2,test,"['thầy', 'dạy', 'nhiệt_tình', 'phương_pháp', 'dạy', 'thầy', 'dám', 'nghỉ', 'bữa', 'suốt', 'học_kỳ']"
"thầy dạy dễ hiểu , tận tâm , nhiệt tình .",0,2,test,"['thầy', 'dạy', 'tận_tâm', 'nhiệt_tình']"
"thầy wzjwz322 vui tính , hài hước , thực tế , cụ thể trong việc hướng dẫn sinh viên làm đồ án .",0,2,test,"['thầy', 'wzjwz322', 'vui_tính', 'hài_hước', 'hướng_dẫn', 'sinh_viên', 'đồ_án']"
giảng viên cần ân cần giảng lại khi sinh viên có những khúc mắc trong lúc thực hành .,0,0,test,"['giảng_viên', 'ân_cần', 'giảng', 'sinh_viên', 'khúc_mắc', 'thực_hành']"
thời lượng kiến thức trong một buổi học quá dài .,1,0,test,"['thời_lượng', 'kiến_thức', 'học']"
"slide thầy chiếu lên màn chiếu doubledot dày đặc chữ , nhìn không rõ ràng .",1,0,test,"['slide', 'thầy', 'chiếu', 'màn', 'chiếu', 'doubledot', 'dày_đặc', 'chữ', 'rõ_ràng']"
"nghỉ nhiều quá , học bù thì khiến giờ giấc không ổn định .",0,0,test,"['nghỉ', 'học', 'bù', 'giờ_giấc', 'ổn_định']"
giảng bài xúc tích .,0,2,test,"['giảng', 'xúc', 'tích']"
"cô dạy rất hay , gần gũi với tụi em .",0,2,test,"['dạy', 'gần_gũi', 'tụi']"
nếu thầy hướng dẫn cài đặt các thuật toán nữa là tuyệt vời luôn .,0,2,test,"['thầy', 'hướng_dẫn', 'cài_đặt', 'thuật_toán', 'tuyệt_vời']"
có up bài cho sinh viên làm thêm bài tập .,0,2,test,"['up', 'sinh_viên', 'bài_tập']"
nhiệt tình giúp đỡ giải đáp những thắc mắc của sinh viên .,0,2,test,"['nhiệt_tình', 'giúp_đỡ', 'giải_đáp', 'thắc_mắc', 'sinh_viên']"
em không thích như vậy tí xíu nào .,0,0,test,['tí_xíu']
"thầy dạy đường lối mà em cứ ngỡ như em đang trở về thời đó , cách kể chuyện lịch sử qua tuyệt vời , có thể nói nếu tất cả các môn chính trị nào cũng có thầy dạy thì chắc em lên trình chính trị nhiều lắm ạ .",0,2,test,"['thầy', 'dạy', 'đường_lối', 'ngỡ', 'trở', 'thời', 'lịch_sử', 'tuyệt_vời', 'môn', 'chính_trị', 'thầy', 'dạy', 'trình', 'chính_trị', 'lắm']"
thời gian các bạn lên làm bài tập thì thầy nên giảng cho các sinh viên khác chưa làm được .,1,0,test,"['bài_tập', 'thầy', 'giảng', 'sinh_viên']"
nội dung của môn học nên được cải tiến và cập nhật hơn nữa để bắt kịp với xu hướng hiện nay của thế giới .,1,0,test,"['nội_dung', 'môn_học', 'cải_tiến', 'cập_nhật', 'bắt', 'kịp', 'xu_hướng', 'thế_giới']"
thầy cho bài tập ít quá .,0,0,test,"['thầy', 'bài_tập']"
không slide .,0,0,test,['slide']
"năng động , cập nhật kiến thức thêm những kiến thức thực tế và bổ ích .",0,2,test,"['năng_động', 'cập_nhật', 'kiến_thức', 'kiến_thức', 'bổ_ích']"
cách dạy đổi mới .,0,2,test,"['dạy', 'đổi_mới']"
"đôi khi ít nói , chưa hướng dẫn kỹ bài thực hành .",0,0,test,"['đôi_khi', 'hướng_dẫn', 'kỹ', 'thực_hành']"
thầy nên giảng chậm hơn va cho slide bài giảng .,0,0,test,"['thầy', 'giảng', 'chậm', 'va', 'slide', 'giảng']"
"hiện nay đang bước vào đợt nắng nóng , nhưng trong môt số phòng học thì doubledot quạt rất yếu gây ra nóng nực , mệt mỏi cho sinh viên và giảng viên .",2,0,test,"['đợt', 'nắng_nóng', 'môt', 'phòng', 'học', 'doubledot', 'quạt', 'yếu', 'nóng_nực', 'mệt_mỏi', 'sinh_viên', 'giảng_viên']"
học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh viên có thể làm được .,3,0,test,"['học', 'thi', 'viết', 'code', 'đề', 'thi', 'sinh_viên']"
"giảng viên nhiệt tình chia sẻ những kiến thức thực tế , các kỹ năng xã hội cần thiết , hữu ích .",0,2,test,"['giảng_viên', 'nhiệt_tình', 'kiến_thức', 'kỹ_năng', 'xã_hội', 'cần_thiết', 'hữu_ích']"
"nhiều bài tập , sát với chương trình học và thi .",1,2,test,"['bài_tập', 'sát', 'chương_trình', 'học', 'thi']"
"máy chiếu nhiều lúc chẳng muốn để nhìn , chất lượng kém , ánh sáng làm mờ .",2,0,test,"['máy_chiếu', 'chẳng', 'chất_lượng', 'kém', 'ánh_sáng', 'mờ']"
không thật sự dạy .,0,0,test,['dạy']
bài giảng hay và dễ hiểu .,1,2,test,['giảng']
thầy truyền đạt tốt .,0,2,test,"['thầy', 'truyền_đạt']"
đồ án phần bắt buộc chỉ chiếm 1dot5 điểm và chỉ biết sau khi đã nộp .,0,0,test,"['đồ_án', 'bắt_buộc', 'chiếm', '1dot5', 'nộp']"
nội dung môn học không đáp ứng được mục tiêu của môn học .,1,0,test,"['nội_dung', 'môn_học', 'đáp_ứng', 'mục_tiêu', 'môn_học']"
"ngoài những kiến thức trên lớp , thầy còn hướng dẫn và giảng dạy nhiều kiến thức mới , hỗ trợ tụi em rất nhiều trong quá trình hoàn thành đồ án .",0,2,test,"['kiến_thức', 'lớp', 'thầy', 'hướng_dẫn', 'giảng_dạy', 'kiến_thức', 'tụi', 'hoàn_thành', 'đồ_án']"
giảng viên dạy rất là nhiệt tình .,0,2,test,"['giảng_viên', 'dạy', 'nhiệt_tình']"
quá nhiệt tình .,0,2,test,['nhiệt_tình']
thầy lý thuyết wzjwz223 cũng thường xuyên đi trễ .,0,0,test,"['thầy', 'lý_thuyết', 'wzjwz223', 'thường_xuyên', 'đi', 'trễ']"
nên cho sinh viên slide để học .,0,0,test,"['sinh_viên', 'slide', 'học']"
cách giảng của thầy đa số trong lớp không ai hiểu dù thấy có giảng lại .,0,0,test,"['giảng', 'thầy', 'đa_số', 'lớp', 'giảng']"
kiến thức chuyên môn sâu .,0,2,test,"['kiến_thức', 'chuyên_môn', 'sâu']"
thầy dạy rất hay và kỹ .,0,2,test,"['thầy', 'dạy', 'kỹ']"
thầy dạy hay dễ hiểu cho làm nhiều bài tập mở rộng để hiểu bài .,0,2,test,"['thầy', 'dạy', 'bài_tập', 'mở_rộng']"
"những kiến thức thầy cung cấp rất đa dạng và cần thiết , cảm ơn thầy rất nhiều .",0,2,test,"['kiến_thức', 'thầy', 'cung_cấp', 'đa_dạng', 'cần_thiết', 'thầy']"
không cần phải mở lớp thực hành với môn học này .,1,0,test,"['lớp', 'thực_hành', 'môn_học']"
sự nhiệt tình tận tâm .,3,2,test,"['nhiệt_tình', 'tận_tâm']"
thêm nhiều bài tập thiết thực hơn .,1,0,test,"['bài_tập', 'thiết_thực']"
rất tận tình .,0,2,test,['tận_tình']
phương pháp học áp dụng thực tiễn .,0,2,test,"['phương_pháp', 'học', 'áp_dụng', 'thực_tiễn']"
"nhiệt tình , hăng hái .",0,2,test,"['nhiệt_tình', 'hăng_hái']"
"giảng viên nhiệt tình , giảng dạy hiệu quả bằng tiếng anh .",0,2,test,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy', 'hiệu_quả', 'tiếng']"
"ví dụ phù hợp với nội dung kiến thức , hướng dẫn chi tiết .",1,1,test,"['ví_dụ', 'nội_dung', 'kiến_thức', 'hướng_dẫn', 'chi_tiết']"
bài thuyết trình của các sinh viên .,1,1,test,"['thuyết_trình', 'sinh_viên']"
cần có nhiều giảng viên như cô dạy hơn .,0,2,test,"['giảng_viên', 'dạy']"
ít cho bài tập .,0,0,test,['bài_tập']
có nhiều thầy cô đến lớp không đúng giờ .,2,0,test,"['thầy', 'lớp']"
đôi lúc sinh viên theo không kịp .,3,0,test,"['đôi', 'sinh_viên', 'kịp']"
nhiệt tình giảng bài .,0,2,test,"['nhiệt_tình', 'giảng']"
đúng giờ và tận tình trong giảng dạy .,0,2,test,"['tận_tình', 'giảng_dạy']"
"thầy giảng nhiệt tình , truyền đạt nhiều kinh nghiệm học tập cho sinh viên .",0,2,test,"['thầy', 'giảng', 'nhiệt_tình', 'truyền_đạt', 'kinh_nghiệm', 'học_tập', 'sinh_viên']"
cần thay đổi hệ thống máy tính ở một số phòng thực hành vì đã quá cũ .,2,0,test,"['hệ_thống', 'máy_tính', 'phòng', 'thực_hành', 'cũ']"
cô dạy còn hơi khó hiểu .,0,0,test,"['dạy', 'hơi']"
chúng em rất khó nắm kiến thức khi chỉ nghe các buổi seminar .,0,0,test,"['nắm', 'kiến_thức', 'seminar']"
đề cương thực hành chi tiết .,1,2,test,"['đề_cương', 'thực_hành', 'chi_tiết']"
"thầy có khả năng truyền đạt tốt , vui tính .",0,2,test,"['thầy', 'khả_năng', 'truyền_đạt', 'vui_tính']"
chất lượng kiểm tra các môn học chưa đánh giá được chất lượng học sinh hiểu bài cho lắm .,1,0,test,"['chất_lượng', 'kiểm_tra', 'môn_học', 'chất_lượng', 'học_sinh', 'lắm']"
chứ không chỉ cách viết một đoạn code mới học từ lý thuyết .,1,0,test,"['viết', 'đoạn', 'code', 'học', 'lý_thuyết']"
"em nghĩ chỉ cần thi là đủ , chứ em đi học mấy lần , mà thấy thầy có dạy gì đâu .",1,0,test,"['thi', 'đi', 'học', 'mấy', 'thầy', 'dạy']"
"chia nhỏ điểm ra , mỗi buổi 1 bài lab , nộp bài lab để lấy điểm .",1,0,test,"['chia', '1', 'lab', 'nộp', 'lab']"
em rất hài lòng về phương pháp giảng dạy này .,0,2,test,"['hài_lòng', 'phương_pháp', 'giảng_dạy']"
giảng viên sử dụng thời gian lên lớp không hiệu quả .,0,0,test,"['giảng_viên', 'lên_lớp', 'hiệu_quả']"
giảng viên nên đến lớp đầy đủ .,0,0,test,"['giảng_viên', 'lớp', 'đầy_đủ']"
thầy khá tận tình .,0,2,test,"['thầy', 'tận_tình']"
nên nâng cao cơ sở vật chất của trường .,2,0,test,"['nâng', 'cơ_sở', 'vật_chất', 'trường']"
thầy rất dễ tính .,0,2,test,"['thầy', 'dễ_tính']"
"nhiệt tình , dễ nghe , dễ hiểu .",0,2,test,['nhiệt_tình']
"thầy dạy bài hay , dễ hiểu và nhiệt tình .",0,2,test,"['thầy', 'dạy', 'nhiệt_tình']"
"ít có thời gian thực hành bằng thiết bị thật , mong nhà trường tạo điều kiện để sinh viên được thực hành nhiều hơn .",2,0,test,"['thực_hành', 'thiết_bị', 'mong', 'nhà_trường', 'sinh_viên', 'thực_hành']"
thầy rất vui và dạy rất kỹ .,0,2,test,"['thầy', 'vui', 'dạy', 'kỹ']"
"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .",0,2,test,"['thầy', 'hướng', 'sinh_viên', 'tiếp_cận', 'kiến_thức', 'chuyên_nghiệp', 'ví_dụ', 'thực_tiễn', 'phản_ánh', 'kiến_thức', 'lý_thuyết', 'hướng_dẫn', 'sinh_viên', 'tiếp_cận', 'tài_liệu', 'tiếng']"
chương trình giảng dạy cần được phân bố hợp lý và được cập nhật .,1,0,test,"['chương_trình', 'giảng_dạy', 'phân_bố', 'hợp_lý', 'cập_nhật']"
gần gũi với sinh viên .,0,2,test,"['gần_gũi', 'sinh_viên']"
đề cập nhiều thông tin mở rộng ngoài xã hội .,0,2,test,"['đề_cập', 'thông_tin', 'mở_rộng', 'xã_hội']"
rất hài lòng nên không có gì không hài lòng .,3,2,test,"['hài_lòng', 'hài_lòng']"
cách giảng dạy của thầy rất vui .,0,2,test,"['giảng_dạy', 'thầy', 'vui']"
phòng học còn khá ồn do công trình xây dựng .,2,0,test,"['phòng', 'học', 'ồn', 'công_trình', 'xây_dựng']"
gíao viên hầu như chỉ dạy qua loa cho có .,0,0,test,"['gíao', 'viên', 'hầu_như', 'dạy', 'qua_loa']"
"gây mê , hay mắng và rất dễ hờn coloncontemn .",0,0,test,"['gây_mê', 'mắng', 'hờn', 'coloncontemn']"
"thầy hay cho những ví dụ , trường hợp rất thực tế .",0,2,test,"['thầy', 'ví_dụ', 'trường_hợp']"
thầy dạy rất thuyết phục và dễ hiểu .,0,2,test,"['thầy', 'dạy', 'thuyết_phục']"
"giảng viên nên cân đối thời gian giảng dạy , không để trễ bài .",0,0,test,"['giảng_viên', 'cân_đối', 'giảng_dạy', 'trễ']"
cô dạy hay nhiệt huyết tiết học vui nhộn dễ hiểu .,0,2,test,"['dạy', 'nhiệt_huyết', 'tiết', 'học', 'vui_nhộn']"
giáo viên thực hành .,0,1,test,"['giáo_viên', 'thực_hành']"
"giảng viên rất nhiệt tình , giảng bài dễ hiểu .",0,2,test,"['giảng_viên', 'nhiệt_tình', 'giảng']"
hoặc cô có thể cung cấp trực tiếp slide tiếng anh để sinh viên học .,0,0,test,"['cung_cấp', 'slide', 'tiếng', 'sinh_viên', 'học']"
"có ba buổi học , chỉ những người tham gia buổi đầu mới biết các buổi tiếp theo .",1,0,test,"['học', 'tham_gia', 'đầu']"
bài tập thầy giảng rất hay .,1,2,test,"['bài_tập', 'thầy', 'giảng']"
"giảng viên giảng dạy tốt , nhiệt tình .",0,2,test,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình']"
hơi khô khan trong việc giảng dạy .,0,0,test,"['hơi', 'khô_khan', 'giảng_dạy']"
các buổi ngoại khóa nên được mở .,3,0,test,"['ngoại', 'khóa']"
"do trình độ tiếng anh của lớp không cao chỉ một số ít có khả năng nghe , đọc , và hiểu được bài giảng của thấy nên hiệu quả của việc giảng dạy bằng tiếng anh là chưa cao .",0,0,test,"['trình_độ', 'tiếng', 'lớp', 'một_số_ít', 'khả_năng', 'đọc', 'giảng', 'hiệu_quả', 'giảng_dạy', 'tiếng']"
sử dụng quá nhiều tiếng anh để giảng bài trong khi sinh viên ngồi dưới chẳng hiểu là bao nhiêu .,1,0,test,"['tiếng', 'giảng', 'sinh_viên', 'chẳng']"
"nên tạo thêm cảm hứng khi học như doubledot học qua bài hát , hình ảnh .",1,0,test,"['cảm_hứng', 'học', 'doubledot', 'học', 'hát', 'hình_ảnh']"
"giảng viên giảng dạy nhiệt tình , lên lớp đúng giờ .",0,2,test,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình', 'lên_lớp']"
"thầy vui vẻ , tận tình .",0,2,test,"['thầy', 'vui_vẻ', 'tận_tình']"
tóm lại doubledot cô là giảng viên tệ nhất được học từ năm nhất đến bây giờ .,0,0,test,"['tóm', 'doubledot', 'giảng_viên', 'tệ', 'học']"
"nhiệt tình , yêu cô nhiều nhiều colonsmile .",0,2,test,"['nhiệt_tình_yêu', 'colonsmile']"
cô dạy lý thuyết rất dễ hiểu .,0,2,test,"['dạy', 'lý_thuyết']"
tâm lý .,3,1,test,['tâm_lý']
em nghĩ nên dạy thực hành và nộp bài tập thực hành cách lịch học lý thuyết thêm một tuần nữa so với học kỳ này .,1,0,test,"['dạy', 'thực_hành', 'nộp', 'bài_tập', 'thực_hành', 'lịch', 'học', 'lý_thuyết', 'tuần', 'học_kỳ']"
"giảng viên cho bài tập sát với nội dung , giảng giải dễ hiểu .",0,2,test,"['giảng_viên', 'bài_tập', 'sát', 'nội_dung', 'giảng_giải']"
nội dung thi liên quan quá ít đến khoảng thời gian học trong lớp .,1,0,test,"['nội_dung', 'thi', 'học', 'lớp']"
chấm điểm hơi khó .,0,0,test,"['chấm', 'hơi']"
sửa bài chữ nhỏ quá .,0,0,test,"['sửa', 'chữ']"
giáo viên nhiệt tình nhưng dạy khó hiểu quá .,0,0,test,"['giáo_viên', 'nhiệt_tình', 'dạy']"
"giáo viên nghỉ không thông báo nhiều lần , ảnh hưởng tới thời gian và công sức của sinh viên .",0,0,test,"['giáo_viên', 'nghỉ', 'thông_báo', 'ảnh_hưởng', 'công_sức', 'sinh_viên']"
bài tập phong phú và đa dạng giúp sinh viên có thể nắm được kiến thức .,1,2,test,"['bài_tập', 'phong_phú', 'đa_dạng', 'giúp', 'sinh_viên', 'nắm', 'kiến_thức']"
thầy thường xuyên trả lời trễ không trả lời mail của sinh viên .,0,0,test,"['thầy', 'thường_xuyên', 'trả_lời', 'trễ', 'trả_lời', 'mail', 'sinh_viên']"
cần bài tập có lời giải .,1,0,test,"['bài_tập', 'lời_giải']"
cô dạy rất hay và vui .,0,2,test,"['dạy', 'vui']"
không đáp ứng đủ số buổi học .,0,0,test,"['đáp_ứng', 'học']"
theo em môn này nên chuyển sang hình thức đồ án cuối kỳ thay vì thi cuối kỳ thì sẽ hợp lý và hiệu quả hơn .,1,0,test,"['môn', 'hình_thức', 'đồ_án', 'kỳ', 'thay_vì', 'thi', 'kỳ', 'hợp_lý', 'hiệu_quả']"
giáo viên cần nhiệt tình hơn trong giảng dạy và giờ nên lớp .,0,0,test,"['giáo_viên', 'nhiệt_tình', 'giảng_dạy', 'lớp']"
"giảng không tận tình , chỉ ngồi một chỗ và nói và đọc slide .",0,0,test,"['giảng', 'tận_tình', 'chỗ', 'đọc', 'slide']"
"giáo viên rất nhiệt tình trong quá trình giảng dạy , sử dụng thời gian rất hợp lý , diễn đạt hay nêu ví dụ .",0,2,test,"['giáo_viên', 'nhiệt_tình', 'giảng_dạy', 'hợp_lý', 'diễn_đạt', 'nêu', 'ví_dụ']"
nên cụ thể hóa trong ví dụ .,1,0,test,"['cụ_thể_hóa', 'ví_dụ']"
cách sửa bài tập còn sơ sài .,0,0,test,"['sửa', 'bài_tập', 'sơ_sài']"
"chưa học kiểm thử , bắt làm test thì sao mà làm ?",0,0,test,"['học', 'kiểm_thử', 'bắt', 'test']"
nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !,1,0,test,"['bài_tập', 'bắt_buộc', 'doubledot', 'doubledot', 'nắm', 'sát', 'tiến_độ', 'khả_năng', 'sinh_viên', 'doubledot', 'hình_thành', 'kỹ_năng', 'làm_việc', 'đôi_khi', 'bắt_buộc', 'bài_tập', 'bài_tập', 'thuyết_trình', 'sinh_viên', 'thụ_động']"
tại sao trong quá trình học không có một buổi tham quan một công ty đang làm về oracal hiệu quả sẽ cao hơn .,1,0,test,"['học', 'tham_quan', 'công_ty', 'oracal', 'hiệu_quả']"
thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên .,1,0,test,"['thực_hành', 'đi', 'lý_thuyết', 'sinh_viên']"
"tận tâm , hay .",0,2,test,['tận_tâm']
"dạy nhiệt tình , nói tiếng anh chuẩn .",0,2,test,"['dạy', 'nhiệt_tình', 'tiếng', 'chuẩn']"
giảng bài hơi khó hiểu với lại quá nhanh .,0,0,test,"['giảng', 'hơi']"
giảng viên nhiệt tình dạy dễ hiểu .,0,2,test,"['giảng_viên', 'nhiệt_tình', 'dạy']"
nhưng đi thực hành mà giảng viên hoàn toàn không giảng dạy hay tiếp xúc gì với sinh viên cả thì không giống gì cái lớp học cho lắm .,0,0,test,"['đi', 'thực_hành', 'giảng_viên', 'giảng_dạy', 'tiếp_xúc', 'sinh_viên', 'lớp_học', 'lắm']"
cô cực kỳ dễ thương luôn .,0,2,test,"['cực_kỳ', 'dễ_thương']"
"em cực kỳ thích thầy wzjwz240 , thầy tận tâm , thương học sinh , thầy  là số một .",0,2,test,"['cực_kỳ', 'thầy', 'wzjwz240', 'thầy', 'tận_tâm', 'thương', 'học_sinh', 'thầy', 'số_một']"
nên chọn thầy dạy thực hành phù hợp hơn và có thể truyền đạt kiến thức tốt hơn .,0,0,test,"['thầy', 'dạy', 'thực_hành', 'truyền_đạt', 'kiến_thức']"
đề thi quá dài .,1,0,test,"['đề', 'thi']"
"cô dạy rất nhiệt tình , đầy đủ các phương pháp .",0,2,test,"['dạy', 'nhiệt_tình', 'đầy_đủ', 'phương_pháp']"
nghiêm khắc hơn đối với sinh viên .,0,0,test,"['nghiêm_khắc', 'sinh_viên']"
"hoạt động về bài giảng trên lớp , bỗ trợ lại một phần kiến thức về mặt lý thuyết rất hữu ích cho sinh viên , cách giảng dạy rất ok .",0,2,test,"['hoạt_động', 'giảng', 'lớp', 'bỗ', 'trợ', 'kiến_thức', 'mặt', 'lý_thuyết', 'hữu_ích', 'sinh_viên', 'giảng_dạy', 'ok']"
nâng cao chất lượng giảng viên và trang thiết bị hỗ trợ .,0,0,test,"['nâng', 'chất_lượng', 'giảng_viên', 'trang', 'thiết_bị']"
cô hoàng toàn không dùng courses hay các phương tiện liên lạc thông báo .,0,2,test,"['hoàng', 'toàn', 'courses', 'phương_tiện', 'liên_lạc', 'thông_báo']"
cách cô giảng rất nhiệt tình .,0,2,test,"['giảng', 'nhiệt_tình']"
"đề nghị bỏ phần thì lý thuyết vào cuối kỳ , chỉ lấy 2 cột điểm seminar giữa kỳ và đồ án cuối kỳ .",1,0,test,"['đề_nghị', 'lý_thuyết', 'kỳ', '2', 'cột', 'seminar', 'kỳ', 'đồ_án', 'kỳ']"
thầy cho nghỉ hơi nhiều tiết .,0,0,test,"['thầy', 'nghỉ', 'hơi', 'tiết']"
thầy cô cần cho thêm bài tập tài liệu về nhà cho sinh viên rèn luyện cùng với đó là cho thêm nhiều bài nghe bổ ích tăng khả năng nghe nói tiếng anh của sinh viên .,0,0,test,"['thầy', 'bài_tập', 'tài_liệu', 'sinh_viên', 'rèn_luyện', 'bổ_ích', 'khả_năng', 'tiếng', 'sinh_viên']"
"vui vẻ , nhiệt huyết .",0,2,test,"['vui_vẻ', 'nhiệt_huyết']"
"thiết nghĩ giảng viên đứng lớp lý thuyết phải có kỹ năng sư phạm nhất định khả năng truyền đạt , cách hướng dẫn sinh viên , tuy nhiên tại lớp này giảng viên không làm được điều đó .",0,0,test,"['thiết_nghĩ', 'giảng_viên', 'đứng', 'lớp', 'lý_thuyết', 'kỹ_năng', 'sư_phạm', 'khả_năng', 'truyền_đạt', 'hướng_dẫn', 'sinh_viên', 'lớp', 'giảng_viên']"
"bài tập rất hay và thiết thực , cho sinh viên nhiều lựa chọn .",1,2,test,"['bài_tập', 'thiết_thực', 'sinh_viên', 'lựa_chọn']"
"hay nghỉ nhiều buổi , đôi khi lại không có thông báo trước .",0,0,test,"['nghỉ', 'đôi_khi', 'thông_báo']"
nên tăng thời lượng môn học vì chương trình học còn khá nặng đối với sinh viên học lần đầu .,1,0,test,"['thời_lượng', 'môn_học', 'chương_trình', 'học', 'sinh_viên', 'học', 'đầu']"
thầy vui tính và nhiệt tình giảng dạy .,0,2,test,"['thầy', 'vui_tính', 'nhiệt_tình', 'giảng_dạy']"
"chỉ có thầy wzjwz320 dạy , em cảm thấy học và thi không ăn nhập gì với nhau .",0,0,test,"['thầy', 'wzjwz320', 'dạy', 'học', 'thi', 'ăn_nhập']"
"cô rất nhiệt tình , hướng dẫn những chỗ khó hiểu và cho bài tập phù hợp với kiến thức đã học .",0,2,test,"['nhiệt_tình', 'hướng_dẫn', 'chỗ', 'bài_tập', 'kiến_thức', 'học']"
cho nhiều ví dụ và chỉ rõ hơn .,0,0,test,['ví_dụ']
"tận tâm , nghiêm khắc .",0,2,test,"['tận_tâm', 'nghiêm_khắc']"
nó thật sự ảnh hưởng quá nhiều đến chất lượng học môn này của em .,0,0,test,"['ảnh_hưởng', 'chất_lượng', 'học', 'môn']"
nhiệt tình trong công tác giảng dạy .,0,2,test,"['nhiệt_tình', 'công_tác', 'giảng_dạy']"
